priority,rank,name,url,focus,source,source_page
2057,R,Analytica Projects,https://www.awwwards.com/sites/analytica-projects,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2058,R,UIX,https://www.awwwards.com/sites/uix,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2059,R,Gusto Play,https://www.awwwards.com/sites/gusto-play,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2060,R,Leviev Group,https://www.awwwards.com/sites/leviev-group,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2061,R,Drôle de Monsieur,https://www.awwwards.com/sites/drole-de-monsieur,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2062,R,Nike Cortez 45th Anniversary,https://www.awwwards.com/sites/nike-cortez-45th-anniversary,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=102
2063,R,Modern Monsters,https://www.awwwards.com/sites/modern-monsters,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2064,R,Get Obachan,https://www.awwwards.com/sites/get-obachan,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2065,R,Grette,https://www.awwwards.com/sites/grette,layout,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2066,R,Mitsugu Takahashi,https://www.awwwards.com/sites/mitsugu-takahashi-design,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2067,R,Dieter Rams:  10 Principles for  Good Design,https://www.awwwards.com/sites/dieter-rams-10-principles-for-good-design,layout,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2068,R,Sonia Rykiel,https://www.awwwards.com/sites/sonia-rykiel,ecommerce,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2069,R,Soundworlds of Steve Roach,https://www.awwwards.com/sites/soundworlds-of-steve-roach,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
2070,R,The Glyph Studio,https://www.awwwards.com/sites/the-glyph-studio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=103
